row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
18984539,2019,001,Aitkin,MEDICARE,4,65 - 74 years,F,13,99153,CPT/HCPCS,MOD SED SAME PHYS/QHP EA,232,Anesthesia,22,156,$134.90,$10.37,$0.00,$128.48,$9.88,$0.00,$6.42,$0.49,$0.00
18987467,2019,001,Aitkin,MEDICARE,4,65 - 74 years,M,12,V2781,CPT/HCPCS,PROGRESSIVE LENS PER LENS,241,Visual aids and other optical supplies,12,144,"$1,005.03",$83.75,$125.00,"$1,005.03",$83.75,$125.00,$0.00,$0.00,$0.00
18990803,2019,001,Aitkin,MEDICARE,5,75 years and older,M,11,77334,CPT/HCPCS,RADIATION TREATMENT AID(S),211,Radiology - Therapeutic,16,132,"$1,896.82",$172.43,$128.16,"$1,767.80",$160.70,$128.16,$129.02,$11.72,$0.00
18992795,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,78,69436,CPT/HCPCS,CREATE EARDRUM OPENING,23,Myringotomy,151,915,"$197,358.23","$2,530.23","$2,303.58","$157,906.59","$2,024.44","$1,880.83","$39,451.64",$505.79,$174.97
18994715,2019,003,Anoka,COMMERCIAL,1,18 years and under,M,29,0771,REV,Vaccine Admin,50026,Other Services,29,190,$282.31,$9.73,$0.00,$282.31,$9.73,$0.00,$0.00,$0.00,$0.00
18998099,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,F,51,64488,CPT/HCPCS,TAP BLOCK BI INJECTION,8,Nervous system procedures - Therapeutic (other),51,585,"$11,850.02",$232.35,$156.69,"$10,415.42",$204.22,$141.65,"$1,434.60",$28.12,$0.00
18999323,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,F,11,90658,CPT/HCPCS,IIV3 VACCINE SPLT 0.5 ML IM,228,Prophylactic vaccinations and inoculations,11,132,$145.49,$13.22,$16.07,$145.49,$13.22,$16.07,$0.00,$0.00,$0.00
19001819,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,M,23,64445,CPT/HCPCS,NJX AA&/STRD SCIATIC NERVE,8,Nervous system procedures - Therapeutic (other),33,267,"$9,641.36",$419.18,$173.45,"$7,120.45",$309.58,$164.15,"$2,520.91",$109.60,$0.00
19003643,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,M,52,G0399,CPT/HCPCS,HST TYPE III PRTBLE MON MIN 4 CH,7,Nervous system procedures - Diagnostic (other),54,604,"$16,926.28",$325.50,$231.56,"$7,325.87",$140.88,$63.29,"$9,600.41",$184.62,$153.92
19006379,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,33,82542,CPT/HCPCS,COL CHROMOTOGRAPHY QUAL/QUAN,233,Laboratory - Chemistry and hematology,50,388,"$2,541.50",$77.01,$48.18,"$1,665.67",$50.47,$16.51,$875.83,$26.54,$0.00
19007915,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,18,E1392,CPT/HCPCS,PORTABLE OXYGEN CONCENTRATOR RENTAL,243,DME and supplies,140,203,"$8,947.69",$497.09,$348.49,"$7,734.07",$429.67,$302.77,"$1,213.62",$67.42,$36.62
19010843,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,M,30,83986,CPT/HCPCS,ASSAY PH BODY FLUID NOS,233,Laboratory - Chemistry and hematology,62,345,$314.56,$10.48,$8.48,$242.23,$8.07,$5.14,$72.33,$2.41,$0.00
19012019,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,M,727,A7034,CPT/HCPCS,NASL INTERFCE POS ARWAY PRSS DEVC,243,DME and supplies,"1,062","8,515","$99,517.75",$136.88,$97.95,"$60,553.66",$83.29,$72.03,"$38,964.09",$53.59,$19.20
19015283,2019,003,Anoka,COMMERCIAL,4,65 - 74 years,M,98,17000,CPT/HCPCS,DESTRUCT PREMALG LESION,170,Skin lesion - Excision,131,"1,173","$7,728.90",$78.86,$65.29,"$5,633.54",$57.48,$13.06,"$2,095.36",$21.38,$0.00
19018691,2019,003,Anoka,COMMERCIAL,5,75 years and older,M,36,0260,REV,IV Therapy,50008,Pharmacy and IV services,46,418,"$4,217.10",$117.14,$2.10,"$4,217.10",$117.14,$2.10,$0.00,$0.00,$0.00
19022195,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,11,97150,CPT/HCPCS,GROUP THERAPEUTIC PROCEDURES,213,Physical/occupational/speech therapy - Exercises,63,132,$527.34,$47.94,$13.31,$527.34,$47.94,$13.31,$0.00,$0.00,$0.00
19024163,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,13,76775,CPT/HCPCS,US EXAM ABDO BACK WALL LIM,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,19,109,"$1,176.41",$90.49,$42.98,"$1,176.41",$90.49,$42.98,$0.00,$0.00,$0.00
19200635,2019,011,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,15,59025,CPT/HCPCS,FETAL NON-STRESS TEST,139,Fetal monitoring,27,169,"$2,796.26",$186.41,$116.56,"$2,796.26",$186.41,$116.56,$0.00,$0.00,$0.00
19208651,2019,011,Big Stone,MEDICARE,4,65 - 74 years,M,29,Q9967,CPT/HCPCS,LOCM 300-399 MG/ML I CONC PER ML,243,DME and supplies,35,341,"$1,575.59",$54.33,$0.00,"$1,555.49",$53.63,$0.00,$20.10,$0.69,$0.00
19211699,2019,013,Blue Earth,COMMERCIAL,1,18 years and under,F,11,76705,CPT/HCPCS,ECHO EXAM OF ABDOMEN,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,18,120,"$5,981.32",$543.75,$639.20,"$2,809.60",$255.41,$222.28,"$3,171.72",$288.33,$266.94
19214603,2019,013,Blue Earth,COMMERCIAL,2,19 - 44 years,F,37,J1050,CPT/HCPCS,INJ MEDROXYPROGESTERNE ACETATE 1 MG,240,"Medications (injections, infusions, other forms)",84,354,"$9,376.31",$253.41,$156.00,"$9,309.92",$251.61,$156.00,$66.39,$1.79,$0.00
19218611,2019,013,Blue Earth,COMMERCIAL,3,45 - 64 years,M,15,85651,CPT/HCPCS,RBC SED RATE NONAUTOMATED,233,Laboratory - Chemistry and hematology,26,176,$365.59,$24.37,$14.42,$247.35,$16.49,$9.22,$118.24,$7.88,$4.16
19223051,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,11,77072,CPT/HCPCS,X-RAYS FOR BONE AGE,226,Radiology - Diagnostic (other),16,132,$353.87,$32.17,$18.01,$353.87,$32.17,$18.01,$0.00,$0.00,$0.00
19225187,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,82075,CPT/HCPCS,ASSAY OF BREATH ETHANOL,233,Laboratory - Chemistry and hematology,13,131,$177.72,$14.81,$10.08,$177.72,$14.81,$10.08,$0.00,$0.00,$0.00
19227491,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,39,82607,CPT/HCPCS,VITAMIN B-12,233,Laboratory - Chemistry and hematology,44,443,"$1,222.16",$31.33,$19.07,"$1,222.16",$31.33,$19.07,$0.00,$0.00,$0.00
19230971,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,20,J0780,CPT/HCPCS,INJ PROCHLORPERAZINE TO 10 MG,240,"Medications (injections, infusions, other forms)",23,239,$22.20,$1.11,$0.00,$22.20,$1.11,$0.00,$0.00,$0.00,$0.00
19235627,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,20,A0427,CPT/HCPCS,AMB SRVC ALS EMERG TRANSPORT LEVL 1,239,"Transportation - Patient, provider, equipment",29,227,"$3,190.04",$159.50,$89.80,"$3,190.04",$159.50,$89.80,$0.00,$0.00,$0.00
19239827,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,F,66,83735,CPT/HCPCS,ASSAY OF MAGNESIUM,233,Laboratory - Chemistry and hematology,133,775,$350.08,$5.30,$7.29,$342.64,$5.19,$7.29,$7.44,$0.11,$0.00
19242683,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,M,57,97535,CPT/HCPCS,SELF CARE MNGMENT TRAINING,236,"Non-hospital-based care (home health, hospice)",93,665,"$3,021.98",$53.01,$29.69,"$2,375.67",$41.67,$24.57,$646.31,$11.33,$5.12
19245371,2019,013,Blue Earth,MEDICARE,4,65 - 74 years,F,225,96372,CPT/HCPCS,THER/PROPH/DIAG INJ SC/IM,231,Therapeutic procedures - Other,588,"2,691","$80,496.36",$357.76,$16.80,"$63,149.01",$280.66,$13.44,"$17,347.35",$77.09,$0.00
19247507,2019,013,Blue Earth,MEDICARE,4,65 - 74 years,M,17,76514,CPT/HCPCS,ECHO EXAM OF EYE THICKNESS,192,Ultrasound - Head and neck - Diagnostic,18,204,$184.23,$10.83,$11.65,$146.70,$8.62,$9.33,$37.53,$2.20,$1.75
19250219,2019,013,Blue Earth,MEDICARE,5,75 years and older,F,15,66982,CPT/HCPCS,XCAPSL CTRC RMVL CPLX WO ECP,15,Eye procedures - Lens and cataract,37,180,"$25,058.26","$1,670.55","$1,596.46","$21,515.00","$1,434.33","$1,128.82","$3,543.26",$236.21,$170.00
19252403,2019,013,Blue Earth,MEDICARE,5,75 years and older,M,103,0110,REV,Room-Board/Pvt,50001,Room and board (non-nursery) services,364,"1,152","$70,854.96",$687.91,$0.00,"$64,294.96",$624.22,$0.00,"$6,560.00",$63.68,$0.00
19254827,2019,013,Blue Earth,MEDICARE,5,75 years and older,M,24,J1650,CPT/HCPCS,INJECTION ENOXAPARIN SODIUM 10 MG,240,"Medications (injections, infusions, other forms)",46,272,$30.43,$1.26,$0.00,$24.24,$1.01,$0.00,$6.19,$0.25,$0.00
19258979,2019,015,Brown,COMMERCIAL,3,45 - 64 years,F,16,83516,CPT/HCPCS,IMMUNOASSAY NONANTIBODY,233,Laboratory - Chemistry and hematology,21,187,"$1,429.33",$89.33,$74.96,$992.24,$62.01,$30.32,$437.09,$27.31,$3.78
19262363,2019,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,48,90832,CPT/HCPCS,PSYTX W PT 30 MINUTES,218,"Psychological and psychiatric evaluation, therapy",133,564,"$8,582.25",$178.79,$81.81,"$8,582.25",$178.79,$81.81,$0.00,$0.00,$0.00
19264883,2019,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,66,93010,CPT/HCPCS,ELECTROCARDIOGRAM REPORT,202,Electrocardiogram,89,747,$516.33,$7.82,$6.28,$516.33,$7.82,$6.28,$0.00,$0.00,$0.00
19130819,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,28,76536,CPT/HCPCS,US EXAM OF HEAD AND NECK,192,Ultrasound - Head and neck - Diagnostic,50,327,"$2,305.43",$82.33,$124.83,"$2,262.23",$80.79,$123.61,$43.20,$1.54,$0.00
19132547,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,12,12011,CPT/HCPCS,RPR F/E/E/N/L/M 2.5 CM/<,171,Skin and subcutaneous tissue - Suture,20,127,"$1,915.42",$159.61,$190.97,"$1,915.42",$159.61,$190.97,$0.00,$0.00,$0.00
19135163,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,23,73721,CPT/HCPCS,MRI JNT OF LWR EXTRE W/O DYE,198,MRI (magnetic resonance imaging),46,267,"$8,653.54",$376.24,$287.13,"$8,570.34",$372.62,$287.13,$83.20,$3.61,$0.00
19138019,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,62,93016,CPT/HCPCS,CARDIOVASCULAR STRESS TEST,201,Cardiac stress tests,65,697,$884.69,$14.26,$16.18,$878.69,$14.17,$16.18,$6.00,$0.09,$0.00
19142339,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,18,97110,CPT/HCPCS,THERAPEUTIC EXERCISES,213,Physical/occupational/speech therapy - Exercises,374,205,"$2,286.08",$127.00,$40.94,"$2,286.08",$127.00,$40.94,$0.00,$0.00,$0.00
19146659,2019,007,Beltrami,MEDICARE,3,45 - 64 years,F,21,J2060,CPT/HCPCS,INJECTION LORAZEPAM 2 MG,240,"Medications (injections, infusions, other forms)",24,252,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19149899,2019,007,Beltrami,MEDICARE,4,65 - 74 years,F,157,73562,CPT/HCPCS,X-RAY EXAM OF KNEE 3,226,Radiology - Diagnostic (other),362,"1,877","$17,376.45",$110.67,$19.02,"$12,853.11",$81.86,$9.81,"$4,523.34",$28.81,$3.82
19152083,2019,007,Beltrami,MEDICARE,4,65 - 74 years,M,12,20999,CPT/HCPCS,MUSCULOSKELETAL SURGERY,163,Musculoskeletal procedures - Therapeutic (other),35,144,"$3,745.66",$312.13,$257.34,"$2,984.29",$248.69,$205.04,$761.37,$63.44,$52.30
19155059,2019,007,Beltrami,MEDICARE,5,75 years and older,F,12,64450,CPT/HCPCS,NJX AA&/STRD OTHER PN/BRANCH,8,Nervous system procedures - Therapeutic (other),44,144,"$1,938.04",$161.50,$98.23,"$1,564.14",$130.34,$78.43,$373.90,$31.15,$19.80
19156907,2019,007,Beltrami,MEDICARE,5,75 years and older,F,12,V2200,CPT/HCPCS,SPHERE BIFOCL PLANO +/-4.00D LENS,241,Visual aids and other optical supplies,15,144,$599.80,$49.98,$55.63,$558.36,$46.53,$50.95,$41.44,$3.45,$0.00
19160267,2019,009,Benton,COMMERCIAL,1,18 years and under,F,14,92567,CPT/HCPCS,TYMPANOMETRY,220,Ophthalmologic/otologic diagnosis and treatment,16,159,$715.07,$51.07,$26.51,$553.73,$39.55,$22.40,$161.34,$11.52,$2.29
19163027,2019,009,Benton,COMMERCIAL,2,19 - 44 years,F,16,87806,CPT/HCPCS,HIV ANTIGEN W/HIV ANTIBODIES,206,"Microscopic examination (e.g., lab, toxicology)",17,182,$579.96,$36.24,$35.76,$579.96,$36.24,$35.76,$0.00,$0.00,$0.00
19166507,2019,009,Benton,COMMERCIAL,3,45 - 64 years,F,56,87070,CPT/HCPCS,CULTURE OTHR SPECIMN AEROBIC,206,"Microscopic examination (e.g., lab, toxicology)",60,645,$976.23,$17.43,$13.09,$614.28,$10.96,$10.50,$361.95,$6.46,$0.00
19169267,2019,009,Benton,COMMERCIAL,3,45 - 64 years,M,11,L3020,CPT/HCPCS,FT INSRT REMV MOLD LNGTUDNL SUPP EA,243,DME and supplies,22,125,"$4,086.88",$371.53,$400.00,"$1,689.68",$153.60,$0.00,"$2,397.20",$217.92,$385.12
19174619,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,72,0720,REV,Delivery Room/Labor,50004,Labor and delivery room services,72,788,"$14,714.61",$204.36,$0.00,"$14,714.61",$204.36,$0.00,$0.00,$0.00,$0.00
19178675,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,26,83880,CPT/HCPCS,ASSAY OF NATRIURETIC PEPTIDE,233,Laboratory - Chemistry and hematology,37,287,"$1,179.74",$45.37,$46.88,"$1,179.74",$45.37,$46.88,$0.00,$0.00,$0.00
19184339,2019,009,Benton,MEDICARE,3,45 - 64 years,F,32,11721,CPT/HCPCS,DEBRIDE NAIL 6 OR MORE,174,"Skin, breast procedures - Therapeutic (other)",117,380,"$3,315.71",$103.61,$103.31,"$2,305.53",$72.04,$67.46,"$1,010.18",$31.56,$20.85
19187699,2019,009,Benton,MEDICARE,4,65 - 74 years,F,55,0320,REV,Dx X-Ray,50011,Diagnostic X-ray services,76,643,"$3,074.67",$55.90,$0.00,"$3,069.91",$55.81,$0.00,$4.76,$0.08,$0.00
19190579,2019,009,Benton,MEDICARE,4,65 - 74 years,M,14,71275,CPT/HCPCS,CT ANGIOGRAPHY CHEST,178,CT scan - Chest,29,159,"$2,974.87",$212.49,$274.83,"$2,543.48",$181.67,$210.15,$431.39,$30.81,$18.26
19193003,2019,009,Benton,MEDICARE,5,75 years and older,F,361,83036,CPT/HCPCS,GLYCOSYLATED HEMOGLOBIN TEST,233,Laboratory - Chemistry and hematology,597,"4,259","$5,830.58",$16.15,$11.15,"$5,825.19",$16.13,$11.15,$5.39,$0.01,$0.00
19195595,2019,009,Benton,MEDICARE,5,75 years and older,M,166,93306,CPT/HCPCS,TTE W/DOPPLER COMPLETE,193,Ultrasound - Heart (echocardiogram) - Diagnostic,284,"1,939","$47,096.36",$283.71,$76.89,"$39,574.84",$238.40,$76.89,"$7,521.52",$45.31,$14.80
19700129,2019,037,Dakota,MEDICARE,3,45 - 64 years,F,23,99600,CPT/HCPCS,HOME VISIT NOS,236,"Non-hospital-based care (home health, hospice)",23,259,"$8,740.00",$380.00,$380.00,"$8,740.00",$380.00,$380.00,$0.00,$0.00,$0.00
19702985,2019,037,Dakota,MEDICARE,3,45 - 64 years,M,124,73502,CPT/HCPCS,X-RAY EXAM HIP UNI 2-3 VIEWS,226,Radiology - Diagnostic (other),202,"1,405","$7,463.00",$60.18,$42.84,"$5,167.17",$41.67,$34.12,"$2,295.83",$18.51,$8.71
19704761,2019,037,Dakota,MEDICARE,3,45 - 64 years,M,12,E0935,CPT/HCPCS,CONT PSV MOT EXER DEVC KNEE ONLY,243,DME and supplies,26,139,"$4,595.65",$382.97,$475.58,"$3,768.83",$314.06,$400.39,$826.82,$68.90,$96.51
19707689,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,11,67840,CPT/HCPCS,REMOVE EYELID LESION,19,Eye procedures - Therapeutic (other),14,132,"$3,003.25",$273.02,$282.81,"$2,783.89",$253.08,$268.17,$219.36,$19.94,$15.90
19708817,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,118,87651,CPT/HCPCS,STREP A DNA AMP PROBE,206,"Microscopic examination (e.g., lab, toxicology)",123,"1,416","$4,741.77",$40.18,$38.21,"$4,638.68",$39.31,$38.21,$103.09,$0.87,$0.00
19709921,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,36,C1874,CPT/HCPCS,STENT COATED/COVR W/DELIVERY SYSTEM,243,DME and supplies,37,426,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19711817,2019,037,Dakota,MEDICARE,4,65 - 74 years,M,12,17272,CPT/HCPCS,DESTRUCTION OF SKIN LESIONS,170,Skin lesion - Excision,14,144,"$1,821.04",$151.75,$184.33,"$1,528.07",$127.33,$146.92,$292.97,$24.41,$27.54
19713857,2019,037,Dakota,MEDICARE,4,65 - 74 years,M,29,82977,CPT/HCPCS,ASSAY OF GGT,233,Laboratory - Chemistry and hematology,32,347,$276.31,$9.52,$7.84,$276.31,$9.52,$7.84,$0.00,$0.00,$0.00
19714889,2019,037,Dakota,MEDICARE,4,65 - 74 years,M,364,99221,CPT/HCPCS,INITIAL HOSPITAL CARE,302,Hospital inpatient services,489,"4,160","$44,767.11",$122.98,$98.88,"$39,534.88",$108.61,$97.02,"$5,232.23",$14.37,$16.83
19716761,2019,037,Dakota,MEDICARE,5,75 years and older,F,53,0340,REV,Nuclear Medicine (Nuc Med),50027,Nuclear medicine services,56,593,"$4,195.18",$79.15,$0.00,"$4,195.18",$79.15,$0.00,$0.00,$0.00,$0.00
19719209,2019,037,Dakota,MEDICARE,5,75 years and older,F,12,82436,CPT/HCPCS,ASSAY OF URINE CHLORIDE,233,Laboratory - Chemistry and hematology,14,144,$63.36,$5.28,$5.63,$63.36,$5.28,$5.63,$0.00,$0.00,$0.00
19721057,2019,037,Dakota,MEDICARE,5,75 years and older,F,20,G0442,CPT/HCPCS,ANNUAL ALCOHOL MISUSE SCREEN 15 MIN,219,"Alcohol and drug management, treatment, and rehab.",22,240,$285.02,$14.25,$17.81,$285.02,$14.25,$17.81,$0.00,$0.00,$0.00
19722737,2019,037,Dakota,MEDICARE,5,75 years and older,M,310,17312,CPT/HCPCS,MOHS ADDL STAGE,170,Skin lesion - Excision,378,"3,688","$195,772.36",$631.52,$397.00,"$176,049.06",$567.90,$389.55,"$19,723.30",$63.62,$42.21
19725137,2019,037,Dakota,MEDICARE,5,75 years and older,M,102,88313,CPT/HCPCS,SPECIAL STAINS GROUP 2,234,Pathology,234,"1,176","$2,877.05",$28.20,$13.61,"$2,489.80",$24.40,$13.61,$387.25,$3.79,$2.48
19726169,2019,037,Dakota,MEDICARE,5,75 years and older,M,23,C8924,CPT/HCPCS,TTE R-T 2D INCL M-MODE REC FU/LTD,193,Ultrasound - Heart (echocardiogram) - Diagnostic,23,257,"$6,607.60",$287.28,$403.35,"$5,828.50",$253.41,$321.37,$779.10,$33.87,$0.00
19730585,2019,039,Dodge,COMMERCIAL,3,45 - 64 years,F,30,99285,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,57,345,"$68,862.74","$2,295.42","$1,897.88","$59,576.82","$1,985.89","$1,835.65","$9,285.92",$309.53,$0.00
19734593,2019,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,11,85652,CPT/HCPCS,RBC SED RATE AUTOMATED,233,Laboratory - Chemistry and hematology,12,112,$21.39,$1.94,$0.00,$21.39,$1.94,$0.00,$0.00,$0.00,$0.00
19741721,2019,039,Dodge,MEDICARE,3,45 - 64 years,F,44,J3010,CPT/HCPCS,INJECTION FENTANYL CITRATE 0.1 MG,240,"Medications (injections, infusions, other forms)",73,501,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19746449,2019,039,Dodge,MEDICARE,5,75 years and older,F,149,0272,REV,Sterile Supply,50007,Medical and surgical supplies,202,"1,715","$37,386.85",$250.91,$0.00,"$32,578.39",$218.64,$0.00,"$4,808.46",$32.27,$0.00
19749473,2019,039,Dodge,MEDICARE,5,75 years and older,M,71,99223,CPT/HCPCS,INITIAL HOSPITAL CARE,302,Hospital inpatient services,115,741,"$20,545.00",$289.36,$199.35,"$16,689.69",$235.06,$159.43,"$3,855.31",$54.30,$39.92
19753025,2019,041,Douglas,COMMERCIAL,2,19 - 44 years,F,23,83880,CPT/HCPCS,ASSAY OF NATRIURETIC PEPTIDE,233,Laboratory - Chemistry and hematology,26,274,"$1,398.57",$60.80,$59.92,$559.49,$24.32,$0.00,$839.08,$36.48,$0.00
19200443,2019,011,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,26,J3490,CPT/HCPCS,UNCLASSIFIED DRUGS,240,"Medications (injections, infusions, other forms)",59,292,"$1,092.01",$42.00,$10.28,"$1,092.01",$42.00,$10.28,$0.00,$0.00,$0.00
19208339,2019,011,Big Stone,MEDICARE,4,65 - 74 years,M,22,99215,CPT/HCPCS,OFFICE O/P EST HI 40-54 MIN,300,Office/outpatient services - Office visits,39,263,"$5,034.33",$228.83,$144.85,"$4,045.41",$183.88,$115.83,$988.92,$44.95,$29.01
19211531,2019,013,Blue Earth,COMMERCIAL,1,18 years and under,F,34,0300,REV,Laboratory (Lab),50009,Laboratory and pathology services,35,225,"$2,046.24",$60.18,$13.96,"$1,645.88",$48.40,$0.00,$400.36,$11.77,$0.00
19214411,2019,013,Blue Earth,COMMERCIAL,2,19 - 44 years,F,36,99244,CPT/HCPCS,OFFICE CONSULTATION,303,Consultations,38,411,"$18,298.85",$508.30,$468.12,"$15,319.89",$425.55,$435.62,"$2,978.96",$82.74,$30.00
19217867,2019,013,Blue Earth,COMMERCIAL,3,45 - 64 years,M,21,0271,REV,Non-Ster Supply,50007,Medical and surgical supplies,25,244,"$4,984.14",$237.34,$82.23,"$4,977.01",$237.00,$82.23,$7.13,$0.33,$0.00
19223003,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,19,74019,CPT/HCPCS,X-RAY EXAM ABDOMEN 2 VIEWS,226,Radiology - Diagnostic (other),30,222,"$1,109.89",$58.41,$25.33,"$1,109.89",$58.41,$25.33,$0.00,$0.00,$0.00
19225043,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,242,76830,CPT/HCPCS,TRANSVAGINAL US NON-OB,197,Ultrasound - Diagnostic (other),404,"2,695","$28,924.57",$119.52,$90.63,"$28,522.76",$117.86,$90.63,$401.81,$1.66,$0.00
19227227,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,25,72040,CPT/HCPCS,X-RAY EXAM NECK SPINE 2-3 VW,226,Radiology - Diagnostic (other),36,272,"$1,008.86",$40.35,$26.63,$999.26,$39.97,$26.63,$9.60,$0.38,$0.00
19230443,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,79,99205,CPT/HCPCS,OFFICE O/P NEW HI 60-74 MIN,300,Office/outpatient services - Office visits,95,914,"$11,181.53",$141.53,$161.35,"$10,841.53",$137.23,$153.19,$340.00,$4.30,$0.00
19235507,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,17,92015,CPT/HCPCS,DETERMINE REFRACTIVE STATE,220,Ophthalmologic/otologic diagnosis and treatment,18,204,$204.69,$12.04,$12.96,$186.29,$10.95,$11.91,$18.40,$1.08,$0.00
19239779,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,F,103,82607,CPT/HCPCS,VITAMIN B-12,233,Laboratory - Chemistry and hematology,127,"1,213","$1,638.68",$15.90,$16.41,"$1,638.68",$15.90,$16.41,$0.00,$0.00,$0.00
19242539,2019,013,Blue Earth,MEDICARE,3,45 - 64 years,M,101,93306,CPT/HCPCS,TTE W/DOPPLER COMPLETE,193,Ultrasound - Heart (echocardiogram) - Diagnostic,153,"1,142","$20,275.94",$200.75,$73.92,"$15,708.12",$155.52,$59.12,"$4,567.82",$45.22,$14.80
19245323,2019,013,Blue Earth,MEDICARE,4,65 - 74 years,F,11,95885,CPT/HCPCS,MUSC TST DONE W/NERV TST LIM,7,Nervous system procedures - Diagnostic (other),15,132,"$1,097.83",$99.80,$124.60,$948.88,$86.26,$99.63,$148.95,$13.54,$12.49
19247435,2019,013,Blue Earth,MEDICARE,4,65 - 74 years,M,67,73502,CPT/HCPCS,X-RAY EXAM HIP UNI 2-3 VIEWS,226,Radiology - Diagnostic (other),136,792,"$3,894.58",$58.12,$43.47,"$2,912.75",$43.47,$34.76,$981.83,$14.65,$8.71
19249859,2019,013,Blue Earth,MEDICARE,5,75 years and older,F,21,29540,CPT/HCPCS,STRAPPING OF ANKLE AND/OR FT,214,"Wound care - Traction, splints, other",80,252,"$1,041.74",$49.60,$42.66,$922.83,$43.94,$35.82,$118.91,$5.66,$0.00
19252283,2019,013,Blue Earth,MEDICARE,5,75 years and older,F,14,S9131,CPT/HCPCS,PHYSICAL THERAPY; HOME PER DIEM,236,"Non-hospital-based care (home health, hospice)",63,161,"$4,928.12",$352.00,$319.40,"$4,928.12",$352.00,$319.40,$0.00,$0.00,$0.00
19254803,2019,013,Blue Earth,MEDICARE,5,75 years and older,M,17,J0897,CPT/HCPCS,INJECTION DENOSUMAB 1 MG,240,"Medications (injections, infusions, other forms)",48,182,"$35,415.57","$2,083.26","$1,374.80","$30,679.18","$1,804.65","$1,374.80","$4,736.39",$278.61,$231.31
